order_item_id,order_id,product_id,quantity,unit_price,total_price
252,514,238,2,343.57,687.14
253,2200,549,5,547.84,2739.2
254,641,581,1,569.71,569.71
255,335,568,3,18.99,56.97
256,2470,535,5,699.53,3497.65
257,615,407,4,434.92,1739.68
258,1133,464,2,53.85,107.7
259,427,526,4,664.34,2657.36
260,1884,553,4,648.83,2595.32
261,1023,406,2,382.03,764.06
262,1206,433,1,460.34,460.34
263,2089,442,1,479.0,479.0
264,1724,330,3,336.83,1010.49
265,527,119,5,79.84,399.2
266,595,280,1,214.82,214.82
267,1226,248,3,56.79,170.37
268,1267,356,1,414.35,414.35
269,1172,206,4,562.91,2251.64
270,1471,586,2,378.49,756.98
271,1908,566,4,478.04,1912.16
272,2181,51,3,286.34,859.02
273,623,75,5,611.8,3059.0
274,1827,85,5,93.68,468.4
275,2071,265,2,700.42,1400.84
276,2370,306,1,188.57,188.57
277,2166,293,5,90.27,451.35
278,1481,129,3,315.76,947.28
279,1795,399,1,472.64,472.64
280,1729,105,1,504.16,504.16
281,148,517,4,340.73,1362.92
282,25,269,5,511.36,2556.8
283,328,378,5,550.33,2751.65
284,1028,272,3,317.71,953.13
285,995,147,5,69.81,349.05
286,113,496,5,185.8,929.0
287,2218,515,1,694.8,694.8
288,1625,169,5,6.24,31.2
289,1270,230,4,597.88,2391.52
290,1775,421,3,483.87,1451.61
291,1405,436,4,488.54,1954.16
292,1130,106,3,665.88,1997.64
293,1390,225,1,476.79,476.79
294,2135,305,2,680.79,1361.58
295,2142,67,2,562.94,1125.88
296,614,486,2,402.62,805.24
297,1249,148,2,611.86,1223.72
298,798,265,4,700.42,2801.68
299,170,527,3,413.22,1239.66
300,238,2,5,201.49,1007.45
301,1342,428,1,639.7,639.7
302,437,78,2,434.28,868.56
303,2346,362,5,743.36,3716.8
304,136,202,4,185.64,742.56
305,446,48,4,7.86,31.44
306,1451,335,3,154.45,463.35
307,1312,257,1,592.01,592.01
308,1194,546,1,665.99,665.99
309,33,59,5,230.63,1153.15
310,75,577,1,505.76,505.76
311,2259,266,2,223.99,447.98
312,429,252,4,770.82,3083.28
313,2375,190,3,287.38,862.14
314,335,22,5,22.51,112.55
315,2038,438,2,564.43,1128.86
316,330,472,2,760.01,1520.02
317,2369,365,2,673.29,1346.58
318,1815,560,2,283.44,566.88
319,1403,60,4,248.22,992.88
320,1142,261,5,523.65,2618.25
321,288,524,4,608.53,2434.12
322,165,143,3,478.17,1434.51
323,2121,485,1,214.14,214.14
324,2315,340,3,197.41,592.23
325,1583,33,3,498.19,1494.57
326,493,451,4,393.16,1572.64
327,907,353,4,303.02,1212.08
328,1924,536,3,138.63,415.89
329,1694,125,4,58.81,235.24
330,1953,60,5,248.22,1241.1
331,444,247,2,416.55,833.1
332,1013,90,3,244.76,734.28
333,336,169,1,6.24,6.24
334,1052,554,1,659.7,659.7
335,1856,592,2,429.69,859.38
336,1792,48,3,7.86,23.58
337,1369,21,2,142.26,284.52
338,2129,167,5,256.02,1280.1
339,1155,404,5,212.38,1061.9
340,1317,155,1,252.16,252.16
341,670,563,4,121.45,485.8
342,1569,134,2,649.97,1299.94
343,1476,540,2,465.91,931.82
344,1194,39,1,651.11,651.11
345,2066,429,3,710.51,2131.53
346,2130,129,3,315.76,947.28
347,1035,315,4,209.88,839.52
348,2273,54,1,475.21,475.21
349,1707,424,2,342.77,685.54
350,2466,524,1,608.53,608.53
351,236,532,5,390.81,1954.05
352,11,507,5,248.1,1240.5
353,1906,68,2,433.82,867.64
354,358,403,5,490.74,2453.7
355,1251,52,1,534.6,534.6
356,1215,278,5,147.76,738.8
357,2048,262,3,63.18,189.54
358,1593,2,4,201.49,805.96
359,1213,64,5,618.98,3094.9
360,894,504,5,772.07,3860.35
361,2377,124,3,342.09,1026.27
362,491,468,2,376.95,753.9
363,2368,375,5,322.92,1614.6
364,1112,24,4,367.73,1470.92
365,1421,89,2,549.99,1099.98
366,241,193,3,316.93,950.79
367,1187,344,3,142.16,426.48
368,537,482,3,612.18,1836.54
369,321,14,1,131.0,131.0
370,862,201,4,495.16,1980.64
371,440,570,2,277.47,554.94
372,154,233,1,777.4,777.4
373,1133,363,3,741.22,2223.66
374,1161,227,3,452.26,1356.78
375,1547,478,3,432.8,1298.4
376,1697,29,3,783.75,2351.25
377,1581,9,3,547.94,1643.82
378,961,173,1,750.33,750.33
379,2283,599,3,794.13,2382.39
380,352,125,1,58.81,58.81
381,1619,153,4,294.87,1179.48
382,512,479,1,630.08,630.08
383,1121,287,2,101.04,202.08
384,537,68,5,433.82,2169.1
385,504,226,3,93.28,279.84
386,1708,336,1,66.37,66.37
387,1037,125,3,58.81,176.43
388,1174,133,5,234.6,1173.0
389,1135,7,4,219.72,878.88
390,2119,25,5,502.42,2512.1
391,1314,449,2,137.72,275.44
392,1767,252,5,770.82,3854.1
393,148,139,1,507.57,507.57
394,2191,131,1,174.07,174.07
395,1610,102,3,309.42,928.26
396,2347,556,1,353.67,353.67
397,1535,21,1,142.26,142.26
398,1555,10,1,400.1,400.1
399,2157,346,2,798.78,1597.56
400,1504,570,3,277.47,832.41
401,1585,53,4,696.41,2785.64
402,2129,408,1,286.57,286.57
403,2333,339,2,278.87,557.74
404,952,220,3,569.42,1708.26
405,658,354,2,732.06,1464.12
406,627,453,2,176.31,352.62
407,853,335,4,154.45,617.8
408,189,409,4,756.77,3027.08
409,636,120,1,252.42,252.42
410,896,420,2,348.54,697.08
411,907,162,4,323.74,1294.96
412,1811,66,4,154.37,617.48
413,481,77,3,665.5,1996.5
414,1444,315,2,209.88,419.76
415,488,111,2,351.65,703.3
416,2302,12,5,288.11,1440.55
417,1489,372,3,230.56,691.68
418,904,333,2,455.25,910.5
419,1005,498,4,23.53,94.12
420,692,495,4,137.66,550.64
421,604,347,1,90.69,90.69
422,1687,574,3,149.77,449.31
423,292,163,3,146.22,438.66
424,1219,296,4,288.03,1152.12
425,1434,326,1,281.61,281.61
426,2426,290,5,162.83,814.15
427,902,70,3,393.92,1181.76
428,1226,537,2,643.8,1287.6
429,2467,156,4,649.04,2596.16
430,1416,272,2,317.71,635.42
431,911,235,4,39.05,156.2
432,1015,587,4,205.23,820.92
433,165,5,4,640.92,2563.68
434,811,296,1,288.03,288.03
435,1296,503,4,53.79,215.16
436,2300,309,5,597.06,2985.3
437,646,551,3,217.65,652.95
438,1176,329,2,554.53,1109.06
439,2048,473,5,710.65,3553.25
440,1538,55,4,550.33,2201.32
441,1934,111,3,351.65,1054.95
442,953,573,4,451.7,1806.8
443,164,406,4,382.03,1528.12
444,699,360,5,567.41,2837.05
445,2308,194,1,649.78,649.78
446,1218,407,4,434.92,1739.68
447,291,36,2,346.81,693.62
448,965,143,4,478.17,1912.68
449,113,186,2,528.49,1056.98
450,1455,288,5,111.09,555.45
451,1163,362,3,743.36,2230.08
452,43,518,4,165.47,661.88
453,1105,415,4,650.76,2603.04
454,2241,263,4,257.11,1028.44
455,2432,78,2,434.28,868.56
456,2039,493,2,469.64,939.28
457,1887,545,4,74.11,296.44
458,1348,115,2,168.78,337.56
459,922,187,5,431.57,2157.85
460,962,89,2,549.99,1099.98
461,1299,32,5,372.32,1861.6
462,1791,211,2,213.42,426.84
463,273,520,1,562.37,562.37
464,1260,116,5,200.97,1004.85
465,542,108,4,80.18,320.72
466,1643,364,2,340.46,680.92
467,1502,261,2,523.65,1047.3
468,1465,185,1,416.93,416.93
469,945,97,3,115.77,347.31
470,1092,585,3,621.38,1864.14
471,1747,217,5,352.81,1764.05
472,1642,307,1,706.75,706.75
473,2199,73,2,142.21,284.42
474,1531,490,4,629.17,2516.68
475,1917,117,2,423.8,847.6
476,92,303,4,384.21,1536.84
477,213,287,5,101.04,505.2
478,631,396,1,195.06,195.06
479,992,453,5,176.31,881.55
480,354,428,3,639.7,1919.1
481,1194,484,1,781.17,781.17
482,1111,286,2,284.59,569.18
483,1721,482,2,612.18,1224.36
484,2104,149,1,113.1,113.1
485,1801,156,2,649.04,1298.08
486,1891,586,5,378.49,1892.45
487,385,83,5,488.4,2442.0
488,1749,284,3,514.77,1544.31
489,1756,566,1,478.04,478.04
490,1602,502,4,467.57,1870.28
491,1481,433,4,460.34,1841.36
492,1947,286,4,284.59,1138.36
493,216,117,3,423.8,1271.4
494,2483,80,4,436.41,1745.64
495,980,184,5,63.4,317.0
496,606,529,5,794.2,3971.0
497,1087,316,4,483.53,1934.12
498,926,384,4,586.06,2344.24
499,157,513,1,154.01,154.01
500,854,216,3,291.11,873.33
501,739,2,3,201.49,604.47
502,2491,239,3,797.87,2393.61
503,1415,582,3,7.81,23.43
504,2291,571,4,550.21,2200.84
505,2315,469,3,624.34,1873.02
506,1372,215,5,15.98,79.9
507,1340,155,3,252.16,756.48
508,1481,369,4,575.2,2300.8
509,1403,142,1,558.05,558.05
510,58,428,4,639.7,2558.8
511,652,412,2,243.36,486.72
512,940,533,4,747.23,2988.92
513,1878,465,4,341.28,1365.12
514,2393,388,2,459.38,918.76
515,539,368,3,552.7,1658.1
516,2169,168,4,726.15,2904.6
517,1225,577,4,505.76,2023.04
518,25,376,5,743.8,3719.0
519,732,383,3,794.8,2384.4
520,1376,211,4,213.42,853.68
521,224,435,4,59.27,237.08
522,407,239,4,797.87,3191.48
523,2187,472,4,760.01,3040.04
524,1611,526,4,664.34,2657.36
525,1341,441,5,621.79,3108.95
526,319,107,4,434.9,1739.6
527,1817,483,4,36.78,147.12
528,833,567,5,294.85,1474.25
529,628,584,1,405.48,405.48
530,226,32,5,372.32,1861.6
531,1034,67,3,562.94,1688.82
532,473,357,5,618.26,3091.3
533,2136,143,2,478.17,956.34
534,802,404,1,212.38,212.38
535,1992,378,2,550.33,1100.66
536,941,262,5,63.18,315.9
537,568,268,5,98.85,494.25
538,901,456,5,582.03,2910.15
539,1255,295,5,331.84,1659.2
540,1357,131,2,174.07,348.14
541,1936,210,5,92.48,462.4
542,1579,209,3,172.87,518.61
543,905,12,1,288.11,288.11
544,1036,492,3,784.35,2353.05
545,48,54,3,475.21,1425.63
546,133,82,2,45.03,90.06
547,1174,323,3,44.01,132.03
548,95,66,3,154.37,463.11
549,1639,124,3,342.09,1026.27
550,1016,566,5,478.04,2390.2
551,1044,64,1,618.98,618.98
552,1029,415,5,650.76,3253.8
553,1772,274,2,91.37,182.74
554,1996,36,1,346.81,346.81
555,402,481,5,572.33,2861.65
556,2442,35,4,721.04,2884.16
557,272,23,4,483.86,1935.44
558,2236,102,1,309.42,309.42
559,964,426,3,600.86,1802.58
560,180,592,4,429.69,1718.76
561,1929,259,2,147.03,294.06
562,1823,5,2,640.92,1281.84
563,2260,275,2,145.85,291.7
564,561,314,5,687.6,3438.0
565,2487,117,1,423.8,423.8
566,642,460,1,603.5,603.5
567,1207,173,4,750.33,3001.32
568,1679,478,2,432.8,865.6
569,1925,546,1,665.99,665.99
570,1913,128,4,54.31,217.24
571,1437,146,3,335.05,1005.15
572,1955,331,2,697.27,1394.54
573,646,71,4,124.56,498.24
574,2321,280,2,214.82,429.64
575,1770,37,3,411.28,1233.84
576,152,25,1,502.42,502.42
577,345,118,2,402.44,804.88
578,1222,182,3,488.92,1466.76
579,2449,312,1,296.97,296.97
580,670,596,3,218.09,654.27
581,72,208,4,421.48,1685.92
582,2111,586,3,378.49,1135.47
583,371,111,2,351.65,703.3
584,1391,322,5,275.84,1379.2
585,259,460,5,603.5,3017.5
586,227,249,2,205.6,411.2
587,1900,170,4,614.58,2458.32
588,1211,75,4,611.8,2447.2
589,1637,111,1,351.65,351.65
590,524,38,3,664.31,1992.93
591,1296,148,3,611.86,1835.58
592,1336,517,2,340.73,681.46
593,2214,480,2,164.0,328.0
594,604,76,4,257.19,1028.76
595,1639,314,1,687.6,687.6
596,72,296,5,288.03,1440.15
597,126,474,3,636.0,1908.0
598,1503,245,5,475.18,2375.9
599,771,483,5,36.78,183.9
600,891,331,2,697.27,1394.54
601,1916,442,5,479.0,2395.0
602,1529,581,2,569.71,1139.42
603,938,564,3,549.93,1649.79
604,2020,145,1,785.46,785.46
605,712,230,1,597.88,597.88
606,343,33,1,498.19,498.19
607,1660,196,1,250.84,250.84
608,1331,288,1,111.09,111.09
609,260,386,3,612.84,1838.52
610,1517,237,3,662.85,1988.55
611,1894,125,4,58.81,235.24
612,1420,72,3,453.13,1359.39
613,1913,409,5,756.77,3783.85
614,929,510,1,593.76,593.76
615,1219,372,2,230.56,461.12
616,873,369,2,575.2,1150.4
617,826,51,5,286.34,1431.7
618,429,133,1,234.6,234.6
619,99,553,1,648.83,648.83
620,826,590,4,208.79,835.16
621,2122,536,4,138.63,554.52
622,1472,263,5,257.11,1285.55
623,977,300,3,620.55,1861.65
624,1536,130,5,726.2,3631.0
625,1899,163,5,146.22,731.1
626,1212,90,2,244.76,489.52
627,2215,424,2,342.77,685.54
628,1100,478,1,432.8,432.8
629,103,101,4,692.48,2769.92
630,2014,25,4,502.42,2009.68
631,1648,393,1,724.42,724.42
632,794,524,3,608.53,1825.59
633,1078,479,1,630.08,630.08
634,2230,368,3,552.7,1658.1
635,1761,69,4,616.76,2467.04
636,1798,346,2,798.78,1597.56
637,1355,299,4,656.53,2626.12
638,1799,333,1,455.25,455.25
639,237,572,1,371.03,371.03
640,2095,194,4,649.78,2599.12
641,1426,553,5,648.83,3244.15
642,1751,378,5,550.33,2751.65
643,1665,203,3,675.92,2027.76
644,1234,307,4,706.75,2827.0
645,2239,311,5,371.11,1855.55
646,681,467,4,526.75,2107.0
647,1493,316,5,483.53,2417.65
648,227,536,1,138.63,138.63
649,1319,487,1,492.2,492.2
650,1927,464,5,53.85,269.25
651,1037,242,5,469.33,2346.65
652,2295,421,1,483.87,483.87
653,2283,38,2,664.31,1328.62
654,655,521,3,526.9,1580.7
655,171,548,2,519.89,1039.78
656,904,104,3,786.85,2360.55
657,1369,50,5,449.19,2245.95
658,1238,452,2,730.78,1461.56
659,233,495,2,137.66,275.32
660,1270,450,5,687.91,3439.55
661,1065,151,4,621.63,2486.52
662,1283,68,3,433.82,1301.46
663,2452,581,3,569.71,1709.13
664,2101,511,1,147.87,147.87
665,1252,278,4,147.76,591.04
666,1344,140,3,298.93,896.79
667,558,184,2,63.4,126.8
668,1820,476,3,615.62,1846.86
669,2294,564,3,549.93,1649.79
670,1814,511,1,147.87,147.87
671,334,492,2,784.35,1568.7
672,2408,392,1,132.06,132.06
673,2380,573,5,451.7,2258.5
674,1968,401,3,25.65,76.95
675,1065,518,1,165.47,165.47
676,599,521,1,526.9,526.9
677,1931,337,5,374.54,1872.7
678,105,229,4,363.41,1453.64
679,1561,196,5,250.84,1254.2
680,1815,58,2,641.53,1283.06
681,817,373,2,57.15,114.3
682,1001,341,4,94.11,376.44
683,1560,596,2,218.09,436.18
684,1389,287,3,101.04,303.12
685,434,348,1,410.49,410.49
686,921,565,2,686.15,1372.3
687,1122,171,5,432.07,2160.35
688,1883,442,4,479.0,1916.0
689,896,20,2,105.58,211.16
690,1644,223,5,131.09,655.45
691,1417,522,3,276.66,829.98
692,1323,202,3,185.64,556.92
693,1017,485,2,214.14,428.28
694,2436,54,2,475.21,950.42
695,1529,488,2,663.6,1327.2
696,1123,243,4,71.89,287.56
697,1060,499,2,671.01,1342.02
698,4,111,4,351.65,1406.6
699,98,68,4,433.82,1735.28
700,163,478,4,432.8,1731.2
701,2359,480,3,164.0,492.0
702,2341,405,1,366.73,366.73
703,691,302,1,228.52,228.52
704,710,476,1,615.62,615.62
705,808,501,4,573.48,2293.92
706,767,97,4,115.77,463.08
707,210,570,1,277.47,277.47
708,1883,457,5,709.68,3548.4
709,291,90,5,244.76,1223.8
710,1862,92,2,418.35,836.7
711,2074,37,2,411.28,822.56
712,2124,382,3,615.06,1845.18
713,1702,387,5,448.21,2241.05
714,1809,483,1,36.78,36.78
715,1393,280,4,214.82,859.28
716,34,146,3,335.05,1005.15
717,287,379,4,684.15,2736.6
718,1402,575,2,383.35,766.7
719,2363,469,1,624.34,624.34
720,1580,100,2,662.51,1325.02
721,2206,273,3,549.11,1647.33
722,1151,587,1,205.23,205.23
723,645,551,5,217.65,1088.25
724,2324,562,1,332.74,332.74
725,2420,450,3,687.91,2063.73
726,2390,557,3,621.32,1863.96
727,1220,155,4,252.16,1008.64
728,2439,261,5,523.65,2618.25
729,1180,506,3,245.5,736.5
730,916,106,1,665.88,665.88
731,1229,5,5,640.92,3204.6
732,1909,437,5,50.11,250.55
733,1919,552,5,578.2,2891.0
734,1750,11,1,570.35,570.35
735,660,88,1,80.83,80.83
736,744,457,5,709.68,3548.4
737,1494,560,2,283.44,566.88
738,421,189,1,487.52,487.52
739,4,291,2,194.59,389.18
740,167,253,1,501.27,501.27
741,409,248,2,56.79,113.58
742,401,176,5,338.38,1691.9
743,1383,449,1,137.72,137.72
744,1411,237,4,662.85,2651.4
745,1917,377,5,423.74,2118.7
746,1848,561,5,459.43,2297.15
747,1753,458,1,207.1,207.1
748,2226,32,5,372.32,1861.6
749,1146,40,3,525.55,1576.65
750,2061,403,5,490.74,2453.7
751,2100,215,4,15.98,63.92
752,1118,328,4,557.57,2230.28
753,1985,531,2,197.61,395.22
754,1089,483,4,36.78,147.12
755,52,577,1,505.76,505.76
756,2401,414,1,577.94,577.94
757,275,269,3,511.36,1534.08
758,1986,341,4,94.11,376.44
759,1927,93,2,666.98,1333.96
760,137,146,1,335.05,335.05
761,1446,143,3,478.17,1434.51
762,1279,432,3,687.27,2061.81
763,1838,586,3,378.49,1135.47
764,1073,61,5,563.63,2818.15
765,1781,91,3,667.5,2002.5
766,402,308,3,141.07,423.21
767,2269,75,2,611.8,1223.6
768,1551,559,4,306.14,1224.56
769,943,357,2,618.26,1236.52
770,245,236,5,290.29,1451.45
771,785,507,3,248.1,744.3
772,377,534,5,417.81,2089.05
773,1966,340,5,197.41,987.05
774,1985,569,1,397.56,397.56
775,1376,151,1,621.63,621.63
776,97,238,4,343.57,1374.28
777,155,243,4,71.89,287.56
778,773,430,3,541.71,1625.13
779,2432,518,4,165.47,661.88
780,1091,118,1,402.44,402.44
781,2473,392,1,132.06,132.06
782,303,207,1,626.77,626.77
783,1564,78,3,434.28,1302.84
784,32,299,1,656.53,656.53
785,2350,12,1,288.11,288.11
786,2208,214,5,449.0,2245.0
787,143,29,5,783.75,3918.75
788,348,562,5,332.74,1663.7
789,247,146,3,335.05,1005.15
790,632,525,5,114.53,572.65
791,484,540,1,465.91,465.91
792,301,431,2,538.19,1076.38
793,1795,133,1,234.6,234.6
794,1488,259,5,147.03,735.15
795,1256,559,3,306.14,918.42
796,2198,391,1,152.29,152.29
797,2182,252,4,770.82,3083.28
798,1581,150,5,653.3,3266.5
799,2268,67,5,562.94,2814.7
800,1754,220,1,569.42,569.42
801,1600,69,5,616.76,3083.8
802,847,399,5,472.64,2363.2
803,2465,286,4,284.59,1138.36
804,974,265,2,700.42,1400.84
805,1513,33,5,498.19,2490.95
806,1029,256,3,108.9,326.7
807,2156,326,3,281.61,844.83
808,294,540,2,465.91,931.82
809,2036,42,1,732.52,732.52
810,1225,201,4,495.16,1980.64
811,190,53,2,696.41,1392.82
812,2465,94,2,216.75,433.5
813,155,141,5,185.14,925.7
814,2089,23,5,483.86,2419.3
815,1677,149,5,113.1,565.5
